CONCEPT				POLARITY		INTENSITY
family_activity			positive		0.041
family_amphicyonidae_bear	positive		0.049
family_apiaceae			positive		0.831
family_apidae_subfamily_apinae	positive		0.869
family_ardeidae			positive		0.032
family_artamidae		negative		-0.78
family_bathyergidae		negative		-0.07
family_batrachoididae		positive		0.887
family_burying_ground		negative		-0.71
family_calappidae		negative		-0.78
family_carcharhinidae		negative		-0.7
family_castoridae		positive		0.964
family_ciconiidae		negative		-0.04
family_corvidae			negative		-0.78
family_crabronidae		negative		-0.75
family_dipodidae		negative		-0.07
family_doctor			positive		0.71
family_dog			positive		0.122
family_echimyidae		negative		-0.07
family_elapidae			negative		-0.69
family_enterobacteriaceae	negative		-0.76
family_erethizontidae		negative		-0.88
family_estrildidae		negative		-0.78
family_etmopteridae		negative		-0.78
family_flaviviridae		positive		0.784
family_fun			positive		0.728
family_gathering		positive		0.856
family_gliridae			negative		-0.07
family_halictidae		positive		0.869
family_heirloom			positive		0.071
family_herpesviridae		positive		0.784
family_heteromyidae		negative		-0.07
family_history			positive		0.831
family_home			positive		0.09
family_hydrobatidae		positive		0.779
family_limapontiidae		positive		0.772
family_line			positive		0.762
family_live			positive		0.099
family_member			positive		0.85
family_monacanthidae		negative		-0.7
family_mycosphaerellaceae	negative		-0.71
family_myctophidae		negative		-0.7
family_mytilidae		negative		-0.72
family_narcinidae		negative		-0.7
family_nesomyidae		negative		-0.07
family_nest			positive		0.063
family_nurse_practitioner	negative		-0.74
family_orthomyxoviridae		negative		-0.71
family_paramyxoviridae		positive		0.784
family_pentatomidae		negative		-0.75
family_photo			positive		0.748
family_picture			positive		0.073
family_reduviidae		negative		-0.75
family_relation			positive		0.905
family_reoviridae		positive		0.784
family_reunification		negative		-0.71
family_reunion			positive		0.114
family_sciuridae		negative		-0.07
family_scorpionidae		negative		-0.87
family_serranidae		negative		-0.7
family_size			positive		0.082
family_solanaceae		negative		-0.74
family_spalacidae		negative		-0.07
family_sparidae			negative		-0.7
family_sphaeriidae		negative		-0.07
family_tetraodontidae		negative		-0.7
family_time			positive		0.852
family_tree			positive		0.832
family_trigonochlamydidae	positive		0.772
family_uranoscopidae		negative		-0.58
family_vespidae			negative		-0.72
family_xenophoridae		positive		0.066
famine				negative		-0.80
famished			negative		-0.74
famotidine			positive		0.707
famous				positive		0.77
famous_brand			positive		0.851
famous_person			positive		0.114
famous_soliloquy		negative		-0.85
famous_tourist_attraction	positive		0.085
famvir				negative		-0.41
fan				positive		0.759
fan_belt			positive		0.054
fan_club			negative		-0.81
fan_dance			positive		0.959
fan_palm			positive		0.598
fan_palm_washingtonia		positive		0.598
fanatic				negative		-0.88
fanatical			negative		-0.88
fanatically			negative		-0.88
fanaticism			negative		-0.85
fanboy				negative		-0.87
fancier				positive		0.842
fanciful			negative		-0.89
fancify				positive		0.762
fanconi_syndrome		negative		-0.76
fancy				positive		0.792
fancy_car			positive		0.728
fancy_clothes			positive		0.867
fancy_dinner			positive		0.048
fancy_dress			positive		0.824
fancy_dress_parade		negative		-0.85
fancy_girl			negative		-0.09
fancy_house			positive		0.793
fancy_restaurant		positive		0.892
fancy_woman			positive		0.636
fang				negative		-0.03
fania_all			positive		0.069
fanned_out			negative		-0.1
fanning_out			positive		0.069
fanny				negative		-0.64
fanny_pack			positive		0.031
fanqie				negative		-0.76
fantaisie			positive		0.704
fantasize			negative		-0.06
fantastic			positive		0.87
fantastical			positive		0.096
fantastically			negative		-0.79
fantasy				positive		0.798
fantasy_adventure		positive		0.039
fantasy_adventure_film		positive		0.032
fantasy_epic			positive		0.039
fantasy_fiction			positive		0.798
fantasy_genre			positive		0.798
fantasy_horror			positive		0.798
fantasy_novel			positive		0.798
fantasy_realm			positive		0.798
fantasy_saga			positive		0.039
fanzine				positive		0.071
faq				negative		-0.05
faq_page			negative		-0.05
faq_section			negative		-0.05
far				negative		-0.82
far-away			positive		0.913
far-famed			positive		0.821
far-fetched			negative		-0.82
far-flung			positive		0.911
far-off				positive		0.913
far-ranging			positive		0.837
far-reaching			positive		0.837
far-sighted			positive		0.901
far_afield			negative		-0.83
far_away			negative		-0.83
far_deadlier			negative		-0.71
far_east			positive		0.766
far_from			negative		-0.87
far_from_home			negative		-0.95
far_less_costly			negative		-0.09
far_outnumber			negative		-0.68
far_outweigh			positive		0.756
far_superior			positive		0.829
far_west			positive		0.942
far_worse			negative		-0.96
farandole			positive		0.703
farang				negative		-0.71
faraway				positive		0.914
faraway_place			negative		-0.83
faraway_planet			positive		0.048
farberware			positive		0.18
farce				negative		-0.90
farce_comedy			negative		-0.91
farcical			negative		-0.86
fare				positive		0.083
fare_better			positive		0.937
fare_poorly			negative		-0.68
farebox				positive		0.083
farebox_recovery_ratio		positive		0.085
farecard			positive		0.025
farewell			positive		0.062
farewell_ceremony		positive		0.853
farewell_concert		positive		0.063
farewell_dinner			positive		0.031
farewell_party			positive		0.063
farfetched			negative		-0.92
farinaceous			negative		-0.77
farlow				negative		-0.10
farm				positive		0.094
farm_acreage			positive		0.122
farm_animal			positive		0.042
farm_bird			positive		0.05
farm_crop			positive		0.037
farm_food			positive		0.045
farm_girl			positive		0.71
farm_house			positive		0.814
farm_household_income		positive		0.082
farm_laborer			negative		-0.11
farm_labourer			negative		-0.11
farm_land			positive		0.056
farm_machinery			positive		0.094
farm_plant			positive		0.046
farm_vegetable			positive		0.051
farmer				negative		-0.11
farmer_market			positive		0.055
farmhand			negative		-0.11
farmhouse			positive		0.094
farmhouse_cider			positive		0.027
farming				negative		-0.84
farming_community		positive		0.094
farming_hamlet			negative		-0.85
farmland			negative		-0.75
farmland_trust			negative		-0.69
farmstead			positive		0.094
farmyard			positive		0.049
farmyard_manure			positive		0.035
farnham_parish			positive		0.781
farooq_naeem_afp_getty		negative		-0.79
farquaad			negative		-0.68
farrago				negative		-0.71
farrell				negative		-0.78
farrier				positive		0.11
farseeing			positive		0.67
farsighted			positive		0.67
farsightedness			positive		0.636
fart				negative		-0.76
farther				negative		-0.79
farther_afield			negative		-0.83
farther_away			negative		-0.79
farther_offshore		positive		0.943
farthest			positive		0.875
farthest_away			positive		0.341
farthingale			negative		-0.67
fascia_lata			negative		-0.63
fascial				negative		-0.73
fascicle			positive		0.066
fascinate			positive		0.87
fascinated			positive		0.327
fascinating			positive		0.326
fascinating_journey		positive		0.869
fascinating_tale		positive		0.148
fascinatingly			positive		0.357
fascination			positive		0.326
fasciola_hepatica		negative		-0.85
fasciolopsis_buski		negative		-0.85
fascism				negative		-0.41
fascist				negative		-0.83
fascist_ideology		negative		-0.41
fascist_sympathizer		negative		-0.77
fascistic			negative		-0.83
fashion				positive		0.036
fashion_accessory		positive		0.963
fashion_apparel			negative		-0.61
fashion_boutique		positive		0.133
fashion_cloth			positive		0.71
fashion_designer		positive		0.71
fashion_event			positive		0.073
fashion_show			positive		0.073
fashion_style			positive		0.71
fashionable			positive		0.919
fashionable_clothing		positive		0.919
fashionably			positive		0.919
fashioner			positive		0.815
fashionista			positive		0.858
fast				positive		0.145
fast-drying			positive		0.894
fast_and_furious		positive		0.22
fast_asleep			positive		0.072
fast_break_layup		negative		-0.81
fast_breeder_reactor		negative		-0.85
fast_buck			positive		0.608
fast_car			positive		0.117
fast_computer			positive		0.059
fast_day			positive		0.808
fast_fission			negative		-0.69
fast_food			positive		0.036
fast_food_chain			positive		0.951
fast_food_meal			negative		-0.87
fast_food_restaurant		positive		0.926
fast_food_restaurant_chain	positive		0.781
fast_growing_market		positive		0.765
fast_heartbeat			negative		-0.82
fast_meal			negative		-0.81
fast_movement			positive		0.726
fast_moving_prey		positive		0.842
fast_pace			negative		-0.81
fast_paced_adventure		positive		0.755
fast_paced_offense		positive		0.092
fast_person			negative		-0.03
fast_sport			positive		0.045
fast_travel			positive		0.858
fast_walk			positive		0.783
fast_water			negative		-0.81
fastbreak_dunk			negative		-0.82
fastbreak_layup			negative		-0.81
fasten				positive		0.09
fasten_paper_together		positive		0.051
fasten_seat_belt		negative		-0.08
fasten_seatbelt			positive		0.051
fasten_two_objects_together	negative		-0.78
fasten_upon			negative		-0.90
fastened_together		negative		-0.71
fastener			positive		0.934
fastener_binder			negative		-0.92
fastener_member			negative		-0.79
fastens_onto			positive		0.751
faster				positive		0.851
faster_pace			positive		0.107
faster_pussycat			positive		0.769
faster_rate			positive		0.851
faster_throughput		positive		0.851
fastest				positive		0.167
fastidious			positive		0.607
fastidiously			positive		0.607
fat				negative		-0.89
fat_guy				negative		-0.06
fat_laden			negative		-0.85
fat_malabsorption		negative		-0.86
fat_milk			positive		0.042
fat_person			negative		-0.70
fat_pig				negative		-0.73
fata_morgana			negative		-0.90
fatal				negative		-0.10
fatal_accident			negative		-0.67
fatal_bullet			negative		-0.64
fatal_bullet_wound		negative		-0.64
fatal_car_accident		negative		-0.93
fatal_car_crash			negative		-0.79
fatal_collision			negative		-0.86
fatal_confrontation		negative		-0.62
fatal_crash			negative		-0.86
fatal_disease			negative		-0.61
fatal_error			negative		-0.88
fatal_explosion			negative		-0.04
fatal_flaw			negative		-0.69
fatal_genetic_disorder		negative		-0.16
fatal_gunshot			negative		-0.08
fatal_gunshot_wound		negative		-0.08
fatal_injury			negative		-0.67
fatal_lung_disease		negative		-0.16
fatal_overdose			negative		-0.28
fatal_pneumonia			negative		-0.75
fatal_shot			negative		-0.08
fatalism			negative		-0.87
fatalist			negative		-0.70
fatalistic			negative		-0.86
fatalistically			negative		-0.86
fatality			negative		-0.67
fatality_rate			negative		-0.67
fatally				negative		-0.97
fatally_shoot			positive		0.789
fatally_shot			positive		0.789
fate				positive		0.853
fateful				positive		0.779
fateful_journey			positive		0.869
father				positive		0.043
father_brendan_smyth		negative		-0.82
father_child			positive		0.753
father_maciel			negative		-0.82
father_mother			positive		0.855
father_offspring		positive		0.832
father_son			positive		0.819
fathered_child			negative		-0.72
fatherhood			positive		0.797
fathering			positive		0.797
fathering_child			negative		-0.72
fatherland			positive		0.072
fatherland_reunification	positive		0.072
fatherless			negative		-0.80
fatherliness			positive		0.695
fatherly			positive		0.745
fathom				positive		0.088
fathomable			positive		0.726
fathomless			negative		-0.75
fatigability			negative		-0.67
fatigue				negative		-0.85
fatih				positive		0.802
fatih_district			positive		0.802
fatih_mosque			positive		0.211
fatima_robinson			negative		-0.86
fatten				positive		0.065
fattening_food			negative		-0.85
fatter				positive		0.091
fattier				negative		-0.97
fatty				negative		-0.97
fatty_acyl			negative		-0.72
fatty_finn			negative		-0.66
fatty_fish			positive		0.047
fatty_food			negative		-0.85
fatty_infiltration		negative		-0.81
fatty_liver			negative		-0.85
fatty_meat			positive		0.047
fatty_plaque			positive		0.025
fatty_substance			negative		-0.97
fatuity				positive		0.737
fatuousness			positive		0.737
faucet				negative		-0.90
faucet_overflow			negative		-0.90
fault				negative		-0.89
fault_plane			negative		-0.89
fault_tolerance			negative		-0.82
fault_zone			negative		-0.89
faultfinding			negative		-0.71
faultiness			positive		0.689
faulty				negative		-0.53
faulty_electrical		negative		-0.09
faulty_equipment		negative		-0.72
faulty_gene			negative		-0.78
faulty_logic			negative		-0.88
faulty_memory			negative		-0.75
fauna				positive		0.097
faunal_assemblage		negative		-0.59
faurisson			negative		-0.69
fauvism				positive		0.923
faux				negative		-0.31
faux_documentary		negative		-0.70
